Start Time;End Time;Sentence;Translation;Emotion_fine;Emotion_core;Student Emotion;Corrected_emotion
00:19:54.336000;00:19:57.336000;Wij ervaren niet dat wij veel lawaai maken.;We do not experience that we make a lot of noise.;defensiveness;neutral;neutral;neutral
00:19:57.336000;00:19:59.336000;Alle dagen staat die garage open.;Every day that garage is open.;annoyance;anger;neutral;neutral
00:19:59.336000;00:20:01.336000;Dus ik mag ook al geen garage deur meer openen?;So I'm not even allowed to open the garage door anymore?;resentment;anger;surprise;anger/surprise
00:20:01.336000;00:20:02.336000;Nee, omdat jij al een keer aan het werk bent.;No, because you are already working once.;dismissal;neutral;neutral;neutral
00:20:02.336000;00:20:04.336000;Door de week ben ik dan nooit aan het werk.;During the week I am never at work then.;resignation;sadness;neutral;neutral
00:20:04.336000;00:20:05.336000;Er ligt alles bij elkaar.;Everything is together.;contentment;neutral;neutral;neutral
00:20:05.336000;00:20:06.336000;Ja, dank u.;Yes, thank you.;gratitude;happiness;happiness;happiness
00:20:06.336000;00:20:07.336000;Daar ben jij heel goed in, hoor.;You are really good at that, you know.;admiration;happiness;happiness;happiness
00:20:09.336000;00:20:11.336000;De buurman ligt eigenlijk altijd.;The neighbor actually always lies.;distrust;disgust;anger;anger
00:20:11.336000;00:20:14.336000;Hij probeert overal hem uit te draaien.;He tries to wriggle out of everything.;frustration;anger;anger;anger
00:20:14.336000;00:20:16.336000;Verder zijn er nog een aantal zaken gebeurd.;Furthermore, a number of other things have happened.;matter-of-factness;neutral;neutral;neutral
00:20:16.336000;00:20:20.336000;Ingrid, op een gegeven moment is er een blote kerel opgehangen.;Ingrid, at a certain point a naked guy was hanged.;shock;surprise;neutral;surprise
00:20:20.336000;00:20:22.336000;Een handdoek op een lijn met de lul erop.;A towel on a line with the dick on it.;disdain;disgust;neutral;disgust
00:20:22.336000;00:20:24.336000;Ten eerste, dat was geen handdoek, dat was een schort.;First of all, that wasn't a towel, that was an apron.;correction;neutral;neutral;neutral
00:20:24.336000;00:20:25.336000;Heb je het schort nog?;Do you still have the apron?;curiosity;neutral;neutral;neutral
00:20:25.336000;00:20:26.336000;Ja, dat ligt in de garage.;Yes, that's in the garage.;assurance;neutral;neutral;neutral
00:20:26.336000;00:20:27.336000;Pak het.;Take it.;command;neutral;neutral;neutral
00:20:27.336000;00:20:28.336000;Pak het schort.;Grab the apron.;command;neutral;neutral;neutral
00:20:30.336000;00:20:32.336000;Wat heb jij daaruit opgemaakt?;What did you make of that?;curiosity;neutral;neutral;neutral
00:20:32.336000;00:20:33.336000;Om dat op te hangen.;To hang that up.;indifference;neutral;anger;neutral
00:20:33.336000;00:20:36.336000;Net als die bartjes die dan aan de garage deur hangen.;Just like those little beards that then hang on the garage door.;nostalgia;neutral;anger;anger
00:01:44.199000;00:01:45.199000;En je hand moet hieromheen.;And your hand has to go around this.;guidance;neutral;neutral;neutral
00:01:45.199000;00:01:46.199000;Dus eigenlijk zo?;So actually like this?;uncertainty;surprise;neutral;surprise
00:01:46.199000;00:01:47.199000;Ja.;Yes.;acceptance;neutral;neutral;neutral
00:01:47.199000;00:01:48.199000;En nu?;And now?;uncertainty;fear;neutral;fear
00:01:48.199000;00:01:49.199000;Je hebt je elleboog naar buiten gedraaid.;You have turned your elbow outward.;observation;neutral;neutral;neutral
00:01:49.199000;00:01:52.199000;Maar dat dit touwtje niet hier tegenaan komt.;But that this string doesn't touch here.;concern;fear;neutral;fear
00:01:52.199000;00:01:54.199000;Oh, wanneer ik het schiet ofzo.;Oh, when I shoot it or something.;uncertainty;neutral;surprise;surprise
00:01:54.199000;00:01:55.199000;Ja, wanneer je het schiet.;Yes, when you shoot it.;anticipation;surprise;neutral;neutral
00:01:55.199000;00:01:56.199000;OkÃ�;OkÃ�;acceptance;neutral;neutral;neutral
00:01:56.199000;00:01:57.199000;Ik durf niet.;I don't dare.;apprehension;fear;fear;fear
00:01:57.199000;00:01:58.199000;Het is niet bang.;It is not afraid.;calmness;neutral;neutral;neutral
00:01:58.199000;00:01:59.199000;Je hoeft niet...;You don't have to...;hesitation;neutral;neutral;neutral
00:01:59.199000;00:02:00.199000;Het is niet eng.;It is not scary.;reassurance;neutral;neutral;neutral
00:02:00.199000;00:02:01.199000;Gaat die schieten tegen mijn vinger?;Is it going to shoot against my finger?;apprehension;fear;fear;fear
00:02:01.199000;00:02:02.199000;Nee.;No.;rejection;anger;neutral;neutral
00:02:02.199000;00:02:03.199000;Loslaten.;Letting go.;release;sadness;neutral;neutral
00:02:03.199000;00:02:04.199000;Harder.;Harder.;challenge;anger;neutral;neutral
00:02:04.199000;00:02:05.199000;OkÃ©, j;Okay, yes.;acceptance;neutral;neutral;neutral
00:02:05.199000;00:02:06.199000;EÃ©n, twe;One, two.;neutrality;neutral;neutral;neutral
00:02:07.199000;00:02:08.199000;Yes.;Yes.;agreement;neutral;neutral;neutral
00:02:08.199000;00:02:09.199000;OkÃ�;OkÃ�;acceptance;neutral;neutral;neutral
00:02:09.199000;00:02:10.199000;Zeven puntjes.;Seven dots.;neutrality;neutral;neutral;neutral
00:02:10.199000;00:02:11.199000;Ik mik niet.;I don't aim.;resignation;sadness;neutral;neutral
00:02:11.199000;00:02:12.199000;Ah!;Ah!;surprise;surprise;surprise;surprise
00:02:12.199000;00:02:13.199000;Ja!;Yes!;enthusiasm;happiness;neutral;happiness
00:02:15.199000;00:02:16.199000;Hoppa!;Hoppa!;excitement;happiness;happiness;happiness
00:02:16.199000;00:02:17.199000;Tien vragen.;Ten questions.;anticipation;neutral;neutral;neutral
00:02:17.199000;00:02:18.199000;Oh, nee.;Oh, no.;dismay;sadness;sadness;sadness
00:02:20.199000;00:02:22.199000;Deze is wel feisty hoor.;This one is quite feisty though.;amusement;happiness;neutral;happiness
00:02:22.199000;00:02:27.199000;Hoe ga je om met een partner die veel aandacht krijgt van het andere geslacht?;How do you deal with a partner who gets a lot of attention from the opposite sex?;insecurity;fear;neutral;fear
00:02:27.199000;00:02:28.199000;Hoe ik daarmee omga?;How do I deal with that?;uncertainty;fear;neutral;neutral
00:02:28.199000;00:02:29.199000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:02:29.199000;00:02:30.199000;Ben je jaloers?;Are you jealous?;suspicion;surprise;neutral;surprise
00:02:33.199000;00:02:34.199000;Gaat ze lachen?;Is she going to laugh?;curiosity;neutral;neutral;neutral
00:02:36.199000;00:02:37.199000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:02:37.199000;00:02:38.199000;Ja?;Yes?;curiosity;neutral;neutral;neutral
00:02:38.199000;00:02:39.199000;En hoe uit dat zich dan?;And how does that manifest itself then?;curiosity;neutral;neutral;neutral
00:02:40.199000;00:02:41.199000;Ik weet niet.;I don't know.;uncertainty;neutral;neutral;neutral
00:02:41.199000;00:02:46.199000;Je partner is in gesprek met iemand en er wordt wat geknip oog gelacht gedaan.;Your partner is talking to someone and there is some winking and laughing going on.;jealousy;anger;neutral;anger
00:02:46.199000;00:02:47.199000;Geknip oog voor wat?;Winked eye for what?;confusion;surprise;neutral;surprise
00:02:47.199000;00:02:48.199000;Weet ik veel.;How should I know.;indifference;neutral;neutral;neutral
00:02:48.199000;00:02:49.199000;Ik vraag je gewoon.;I'm just asking you.;defensiveness;neutral;neutral;neutral
00:02:49.199000;00:02:51.199000;Niet gelijk boos worden.;Don't get angry right away.;warning;anger;anger;anger
00:02:51.199000;00:02:52.199000;Ben je jaloers?;Are you jealous?;suspicion;surprise;neutral;surprise
00:02:52.199000;00:02:53.199000;Kijk hier.;Look here.;command;neutral;neutral;neutral
00:02:53.199000;00:02:54.199000;Hoe bedoel je knip oog?;What do you mean by wink?;confusion;surprise;neutral;surprise
00:02:54.199000;00:02:55.199000;Hoe bedoel je knip oog?;What do you mean by wink?;confusion;surprise;neutral;surprise
00:02:55.199000;00:02:57.199000;Want waarom knipt je oog?;But why does your eye blink?;curiosity;neutral;neutral;neutral
00:02:57.199000;00:02:58.199000;Kijk gewoon.;Just look.;impatience;anger;neutral;anger
00:02:58.199000;00:02:59.199000;Waarom knipt je oog?;Why is your eye twitching?;curiosity;neutral;neutral;neutral
00:02:59.199000;00:03:00.199000;Ja, kijk gewoon.;Yes, just look.;impatience;anger;neutral;anger
00:12:11.995000;00:12:13.975000;Probeer, hÃ�;Try,huh.;encouragement;neutral;neutral;neutral
00:12:15.995000;00:12:18.975000;Ik pakte het ding en stofde het in mijn mond.;I grabbed the thing and stuffed it in my mouth.;impulsiveness;neutral;disgust;disgust
00:12:18.995000;00:12:20.975000;Ik voelde het nog bewegen.;I still felt it moving.;unease;fear;surprise;fear
00:12:20.995000;00:12:23.975000;Wat smaakt het naar? Een beetje takkerig.;What does it taste like? A bit twiggy.;curiosity;neutral;surprise;happiness
00:12:23.995000;00:12:27.975000;Ik had nog stukjes kokos in mijn mond met een beetje water.;I still had pieces of coconut in my mouth with a little bit of water.;contentment;neutral;neutral;neutral
00:12:27.995000;00:12:29.975000;Dat was mijn eerste krekel.;That was my first cricket.;nostalgia;happiness;neutral;happiness
00:12:29.995000;00:12:31.975000;Nou, dat is het. Ze is gedoopt.;Well, that's it. She is baptized.;closure;neutral;neutral;neutral
00:12:31.995000;00:12:33.975000;Ze is een officiÃ«le wilde geworde;She has become an official wild one.;acceptance;neutral;neutral;neutral
00:12:33.975000;00:12:35.954000;Nou moet iedereen het.;Now everyone has to do it.;resignation;sadness;neutral;sadness
00:12:35.975000;00:12:37.954000;Ook jij.;You too.;inclusion;neutral;neutral;neutral
00:12:37.975000;00:12:39.954000;Jij doet het niet?;You are not doing it?;doubt;surprise;surprise;surprise
00:12:39.975000;00:12:43.954000;Ik ben toch vegetariÃ«r, dus ik houd het nog wel even vo;I'm a vegetarian anyway, so I can keep it up for a while longer.;determination;neutral;neutral;neutral
00:12:43.975000;00:12:46.954000;Ik voel al die eiwitten door mijn lichaam.;I feel all those proteins through my body.;awareness;neutral;neutral;neutral
00:12:46.975000;00:12:49.954000;Ja, hoor. Je voelt de eiwitten door je lichaam spurren.;Yes, sure. You feel the proteins rushing through your body.;excitement;happiness;neutral;neutral
00:12:49.974000;00:12:51.954000;Dan ga ik het ook eten.;Then I will eat it too.;acceptance;neutral;neutral;neutral
00:12:52.974000;00:12:56.954000;Met of zonder eiwitten, Noord is vast besloten de Robinsonproef te winnen.;With or without proteins, North is determined to win the Robinson challenge.;determination;happiness;neutral;happiness
00:12:56.974000;00:12:59.954000;En dit niet alleen omdat er een prijs te winnen valt...;And not just because there is a prize to be won...;motivation;happiness;neutral;neutral
00:12:59.974000;00:13:02.954000;die het leven op het eiland aangenamer maakt.;that makes life on the island more pleasant.;appreciation;happiness;neutral;happiness
00:13:02.954000;00:13:06.935000;Het was ongelooflijk voor de moraal toen we de laatste proef wonnen.;It was incredible for morale when we won the last trial.;elation;happiness;happiness;happiness
00:13:06.954000;00:13:10.935000;Niemand voelde nog honger, vermoeidheid, alleen maar bledschap.;No one felt hunger or fatigue anymore, only joy.;joy;happiness;happiness;happiness
00:13:12.954000;00:13:15.935000;Ik hoop dat we vandaag iets heel lekkers winnen.;I hope we win something really tasty today.;hope;happiness;neutral;happiness
00:13:15.954000;00:13:18.935000;Bijvoorbeeld een barbecue voor ons allemaal.;For example, a barbecue for all of us.;suggestion;neutral;neutral;neutral
00:13:20.954000;00:13:23.935000;De twee kampen worden naar het confrontatieeiland gebracht...;The two camps are being taken to the confrontation island...;anticipation;surprise;neutral;neutral
00:13:23.954000;00:13:25.935000;voor het eerste duel.;for the first match.;anticipation;happiness;neutral;neutral
00:13:25.954000;00:13:29.935000;Maar vandaag zal elk expeditielid het ook tegen zichzelf moeten opnemen.;But today, each expedition member will also have to compete against themselves.;anticipation;surprise;neutral;surprise
00:13:29.935000;00:13:32.914000;Er wordt getest hoe ver ze willen gaan om te overleven.;They are being tested to see how far they are willing to go to survive.;apprehension;fear;neutral;fear
00:13:32.935000;00:13:34.914000;Wat gaan we doen vandaag?;What are we going to do today?;curiosity;neutral;neutral;neutral
00:13:34.935000;00:13:38.914000;We hebben een aantal lokale specialiteiten voor jullie verzameld.;We have collected a number of local specialties for you.;hospitality;happiness;neutral;happiness
00:13:38.935000;00:13:41.914000;EÃ©n deelnemer van elk team neemt plaats in dit ra;One participant from each team takes a seat in this wheel.;anticipation;neutral;neutral;neutral
00:13:41.935000;00:13:43.914000;Ik geef er een draai aan.;I put a spin on it.;resourcefulness;neutral;neutral;neutral
00:13:43.935000;00:13:46.914000;En wat er voor je komt, eet je zo snel mogelijk op.;And whatever comes in front of you, you eat as quickly as possible.;urgency;fear;neutral;neutral
00:13:46.935000;00:13:50.914000;We gaan net zo lang door tot jullie allemaal aan de beurt zijn geweest.;We will keep going until all of you have had your turn.;determination;neutral;neutral;neutral
00:13:50.935000;00:13:54.914000;Bijzondere proef vandaag, met een prachtige prijs ook.;Special challenge today, with a wonderful prize as well.;anticipation;happiness;neutral;happiness
00:13:54.935000;00:13:56.914000;Deze duikzet.;This dive move.;neutrality;neutral;neutral;neutral
00:13:56.935000;00:13:58.914000;Voor de winnaar.;For the winner.;anticipation;happiness;neutral;neutral
00:13:58.914000;00:14:01.894000;Met daarbij een visvuik.;With that, a fish trap.;matter-of-factness;neutral;neutral;neutral
00:14:01.914000;00:14:03.894000;Een zogenaamde boeboe.;A so-called boeboe.;dismissiveness;disgust;neutral;neutral
00:14:03.914000;00:14:06.894000;Daarmee kunnen jullie hopelijk wat vis vangen.;With that, hopefully you can catch some fish.;hope;happiness;neutral;happiness
00:14:06.914000;00:14:08.894000;Eerste die gaan staan.;First to stand up.;anticipation;surprise;neutral;neutral
00:14:08.914000;00:14:11.894000;Melanie en Christy.;Melanie and Christy.;neutrality;neutral;neutral;neutral
00:14:11.914000;00:14:13.894000;OkÃ©, Mel. Ko;Okay, Mel. Come.;encouragement;neutral;neutral;neutral
00:14:13.914000;00:14:15.894000;Ja, Mel kan dat.;Yes, Mel can do that.;confidence;happiness;neutral;neutral
00:14:15.914000;00:14:19.894000;Naast kakkerakken, larven, Malijzische bijen en wormen...;Besides cockroaches, larvae, Malaysian bees and worms�;disgust;disgust;neutral;disgust
00:14:19.914000;00:14:21.894000;liggen op het rad ook twee zoetigheden.;There are also two sweets on the wheel.;curiosity;neutral;neutral;neutral
00:14:21.914000;00:14:24.894000;Als de expeditieleden geluk hebben, stopt het wiel daar.;If the expedition members are lucky, the wheel stops there.;hope;happiness;neutral;neutral
00:14:24.914000;00:14:26.894000;En start.;A start.;anticipation;neutral;neutral;neutral
00:14:26.894000;00:14:29.875000;Kom op, Mel. Heerlijk.;Come on, Mel. Lovely.;encouragement;happiness;happiness;happiness
00:14:29.894000;00:14:31.875000;ProteÃ¯ne, proteÃ�;Protein, protein.;neutrality;neutral;neutral;neutral
00:14:31.894000;00:14:33.875000;Power.;Power.;determination;neutral;neutral;neutral
00:14:33.894000;00:14:35.875000;Ja, spaghetti. Spaghetti, Mel.;Yes, spaghetti. Spaghetti, Mel.;contentment;happiness;happiness;happiness
00:14:35.894000;00:14:37.875000;OkÃ©, jongen;Okay, guys.;readiness;neutral;neutral;neutral
00:29:07.474000;00:29:08.474000;Ja, ja, ja.;Yes, yes, yes.;amusement;happiness;happiness;happiness
00:29:08.474000;00:29:11.474000;Dus je moet me altijd wel even een tik geven of zo.;So you always have to give me a tap or something.;resignation;neutral;neutral;neutral
00:29:11.474000;00:29:13.474000;Een tik op je reet.;A smack on your butt.;playfulness;neutral;happiness;happiness
00:29:13.474000;00:29:14.474000;Dat mag ook.;That is allowed too.;acceptance;neutral;surprise;suprise
00:29:14.474000;00:29:20.474000;Nee, maar ik hoor bijvoorbeeld van vrienden ook dat ik helemaal niet van dit en alles ben.;No, but for example I also hear from friends that I'm not into this and all at all.;alienation;sadness;sadness;sadness
00:29:20.474000;00:29:21.474000;Ja, je bent niet zo'n knuffelaar of zo.;Yes, you're not really a hugger or anything.;observation;neutral;neutral;neutral
00:29:21.474000;00:29:23.474000;Ik ben niet zo'n knuffelaar van mezelf.;I'm not much of a hugger myself.;reservation;neutral;sadness;neutral
00:29:23.474000;00:29:24.474000;Nee.;No.;rejection;neutral;anger;neutral
00:29:27.474000;00:29:28.474000;Het is waterig trouwens.;It's watery, by the way.;disappointment;sadness;neutral;neutral
00:29:28.474000;00:29:29.474000;Ja, smakelijk.;Yes, enjoy your meal.;politeness;neutral;happiness;neutral
00:29:29.474000;00:29:30.474000;Ik hoop dat het smaakt.;I hope it tastes good.;hope;happiness;happiness;happiness
00:29:30.474000;00:29:31.474000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:29:31.474000;00:29:42.474000;Ik denk dat toch de een-op-een date beter werkt dan dat er echt langere momenten zijn dat je met z'n drieÃ«n ben;I think that the one-on-one date works better than having longer moments where you are with the three of you.;preference;neutral;neutral;neutral
00:29:42.474000;00:29:48.474000;Ik dacht ergens misschien ook wel prettig dat je dan niet de hele tijd het gesprek op gang hoeft te houden met z'n tweeÃ«;I thought in a way it's maybe also nice that you don't have to keep the conversation going all the time with just the two of you.;relief;happiness;neutral;neutral
00:29:48.474000;00:29:50.474000;Want er is altijd nog iemand die ook...;Because there is always someone else who also...;reassurance;happiness;sadness;neutral
00:29:51.474000;00:29:55.474000;Ja, maar het gesprek neemt wel een andere vorm aan.;Yes, but the conversation does take a different form.;acceptance;neutral;neutral;neutral
00:29:55.474000;00:29:58.474000;Wat zijn voor jou diepgaande gesprekken onderwerpen?;What are deep conversation topics for you?;curiosity;neutral;sadness;neutral
00:29:58.474000;00:30:01.474000;Echt wel over de gevoelens van mensen praten.;Really talking about people's feelings.;openness;happiness;neutral;neutral
00:30:01.474000;00:30:05.474000;Maar dat je ook gewoon je hart daarin kan luchten.;But that you can also just get things off your chest.;relief;happiness;neutral;neutral
00:30:05.474000;00:30:08.474000;En dat iemand daar ook echt oprecht naar luistert en op ingaat.;And that someone really sincerely listens to it and responds to it.;appreciation;happiness;neutral;neutral
00:30:08.474000;00:30:10.474000;Of je ondersteunt daar waar het kan.;Or you support where you can.;support;happiness;neutral;neutral
00:30:10.474000;00:30:13.474000;Dat versta ik onder diepgaande gesprekken.;That's what I understand as deep conversations.;clarification;neutral;neutral;neutral
00:30:13.474000;00:30:14.474000;OkÃ�;Okay.;acceptance;neutral;neutral;neutral
00:30:14.474000;00:30:17.474000;Vind je dan al dat we diepgaande gesprekken hebben gehad?;Do you already think we've had deep conversations?;insecurity;fear;neutral;fear
00:30:18.474000;00:30:20.474000;Niet echt nog.;Not really yet.;disappointment;sadness;neutral;sadness
00:30:20.474000;00:30:21.474000;OkÃ�;Okay.;acceptance;neutral;neutral;neutral
00:30:21.474000;00:30:22.474000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:30:23.474000;00:30:25.474000;Eet smakelijk, zal ik zeggen.;Enjoy your meal, I would say.;politeness;neutral;neutral;neutral
00:30:27.474000;00:30:29.474000;Die van jou is wel dik hoor.;Yours is really thick though.;teasing;happiness;surprise;suprise
00:30:29.474000;00:30:31.474000;Nee, nee, nee.;No, no, no.;rejection;anger;disgust;neutral
00:30:33.474000;00:30:34.474000;Is het goed?;Is it good?;uncertainty;neutral;sadness;neutral
00:30:34.474000;00:30:36.474000;Die is ook wel goed. Maar ietsjes...;That one is also good. But a little bit...;hesitation;neutral;neutral;neutral
00:30:36.474000;00:30:37.474000;Ben je tevreden?;Are you satisfied?;curiosity;neutral;sadness;neutral
00:30:37.474000;00:30:40.474000;Ik heb wel een impressie gemaakt.;I did make an impression.;assertion;neutral;happiness;happiness
00:30:43.474000;00:30:44.474000;Nou, eet smakelijk.;Well, enjoy your meal.;cordiality;neutral;neutral;neutral
00:30:44.474000;00:30:45.474000;Eet ze.;Enjoy your meal.;well-wishing;happiness;neutral;neutral
00:30:45.474000;00:30:46.474000;We zijn door naar de volgende ronde.;We are through to the next round.;pride;happiness;happiness;happiness
00:30:46.474000;00:30:47.474000;Ja?;Yes?;curiosity;neutral;surprise;neutral
00:30:47.474000;00:30:48.474000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:30:49.474000;00:30:51.474000;Het is gewoon redelijk goed. Ongelooflijk.;It is just reasonably good. Unbelievable.;amazement;surprise;happiness;suprise 
00:30:51.474000;00:30:52.474000;Dus morgen sushi?;So, sushi tomorrow?;anticipation;happiness;happiness;happiness
00:30:52.474000;00:30:53.474000;Maken?;Make?;curiosity;neutral;surprise;neutral
00:30:53.474000;00:30:54.474000;Ja hoor.;Yes, sure.;acceptance;neutral;happiness;neutral
00:30:58.474000;00:31:02.474000;Hoe heb je het eigenlijk gisteravond gedaan met de slaapsituatie?;How did you actually do last night with the sleeping situation?;curiosity;neutral;neutral;neutral
00:31:02.474000;00:31:05.474000;Ik ben uiteindelijk naast een van de twee dames gaan liggen.;I eventually lay down next to one of the two ladies.;acceptance;neutral;sadness;neutral
00:31:05.474000;00:31:07.474000;En de andere sliep beneden alleen.;And the other slept downstairs alone.;loneliness;sadness;sadness;sadness
00:31:07.474000;00:31:08.474000;OkÃ�;OkÃ�;acceptance;neutral;neutral;neutral
00:31:08.474000;00:31:09.474000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:31:09.474000;00:31:12.474000;En hoe sta je dan bij mij?;And how do you stand with me then?;curiosity;neutral;neutral;neutral
00:31:12.474000;00:31:16.474000;Ik wil bij jou ook wel in principe gewoon ernaast liggen als jij er voor open staat.;I would also, in principle, just like to lie next to you if you are open to it.;desire;happiness;happiness;happiness
00:31:17.474000;00:31:19.474000;Want op dit moment heb ik het ook heel gezellig met je.;Because at this moment I am also having a really nice time with you.;warmth;happiness;happiness;happiness
00:22:10.336000;00:22:11.336000;En dit zijn Ingrid en Eddy.;And these are Ingrid and Eddy.;presentation;neutral;neutral;neutral
00:22:11.336000;00:22:12.336000;Dag.;Hello.;greeting;neutral;neutral;neutral
00:22:12.336000;00:22:13.336000;Meester Visser.;Meester Visser.;neutrality;neutral;neutral;neutral
00:22:13.336000;00:22:14.336000;Meester Visser, hallo.;Mr. Visser, hello.;greeting;neutral;happiness;neutral
00:22:14.336000;00:22:15.336000;En die wonen hier.;And they live here.;acceptance;neutral;neutral;neutral
00:22:15.336000;00:22:18.336000;En er is al jarenlang hommeles over van alles en nog wat.;And there has been trouble for years about all sorts of things.;frustration;anger;sadness;anger
00:22:18.336000;00:22:20.336000;Er komt vanavond een oplossing.;There will be a solution tonight.;hope;happiness;happiness;happiness
00:22:20.336000;00:22:21.336000;Kan ik iets voor u doen?;Can I do something for you?;helpfulness;neutral;neutral;neutral
00:22:21.336000;00:22:22.336000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:22:22.336000;00:22:24.336000;Ik heb een lijstje van allemaal auto's...;I have a list of all kinds of cars...;anticipation;neutral;sadness;sadness
00:22:24.336000;00:22:29.336000;waarvan meneer Koning zegt dat die van hem zijn.;of which Mr. Koning says that they are his.;possessiveness;neutral;neutral;neutral
00:22:29.336000;00:22:30.336000;Staan die allemaal op uw naam?;Are they all in your name?;suspicion;surprise;neutral;surprise
00:22:30.336000;00:22:32.336000;Die staan allemaal op mijn of mijn zoon's naam.;They are all in my or my son's name.;assurance;neutral;neutral;neutral
00:22:32.336000;00:22:33.336000;Oh.;Oh.;disappointment;sadness;surprise;surprise
00:22:33.336000;00:22:34.336000;Maar die woont hier ook.;But he/she lives here too.;acceptance;neutral;neutral;neutral
00:22:34.336000;00:22:35.336000;Goed.;Good.;acceptance;neutral;happiness;neutral
00:22:35.336000;00:22:36.336000;Ik ga eens even kijken wat er allemaal staat.;I'm going to take a look at what's there.;curiosity;neutral;neutral;neutral
00:22:36.336000;00:22:37.336000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:22:37.336000;00:22:38.336000;Succes.;Success.;satisfaction;happiness;neutral;happiness
00:22:38.336000;00:22:39.336000;Luisteren naar meester Visser.;Listening to Mr. Visser.;calm;neutral;neutral;neutral
00:22:39.336000;00:22:40.336000;Ja, gaan we doen.;Yes, let's do it.;readiness;happiness;happiness;happiness
00:22:40.336000;00:22:43.336000;Dan gaan we eerst kijken naar de camera.;Then we will first look at the camera.;anticipation;neutral;neutral;neutral
00:22:43.336000;00:22:44.336000;Die hangt daar.;That one is hanging there.;indifference;neutral;neutral;neutral
00:22:44.336000;00:22:46.336000;En die camera die kijkt?;And that camera, is it watching?;curiosity;surprise;surprise;surprise
00:22:46.336000;00:22:48.336000;Nu naar de grond.;Now to the ground.;command;neutral;neutral;neutral
00:22:48.336000;00:22:49.336000;Oh, maar niet altijd?;Oh, but not always?;curiosity;surprise;surprise;surprise
00:22:49.336000;00:22:51.336000;Nee, hij kan deze kant uitdraaien.;No, he can turn this way.;concern;fear;neutral;neutral
00:22:51.336000;00:22:52.336000;Oh, het is een beweegbare camera.;Oh, it's a movable camera.;realization;surprise;surprise;surprise
00:22:52.336000;00:22:53.336000;Nee.;No.;rejection;anger;neutral;neutral
00:22:53.336000;00:22:55.336000;Ik vind het vreemd dat je dan alle auto's filmt die hier...;I find it strange that you then film all the cars here...;suspicion;surprise;disgust;surprise
00:22:55.336000;00:22:57.336000;Ik pak een stukje van dit pad, ja.;I'll take a piece of this path, yes.;acceptance;neutral;neutral;neutral
00:22:57.336000;00:22:58.336000;Ja, tot hier, hÃ�;Yes, up to here, right?;resignation;sadness;neutral;neutral
00:22:58.336000;00:22:59.336000;Nee, niet tot daar.;No, not up to there.;reluctance;fear;neutral;neutral
00:22:59.336000;00:23:00.336000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:23:10.336000;00:23:12.336000;Maar waarom hangt die camera dan?;But why is that camera hanging there then?;suspicion;surprise;surprise;surprise
00:23:12.336000;00:23:14.336000;Dan kan ik zien welke auto's hier...;Then I can see which cars are here...;curiosity;neutral;neutral;neutral
00:23:14.336000;00:23:16.336000;Nou, onze auto's en familie en kennissen.;Well, our cars and family and acquaintances.;concern;fear;neutral;fear
00:23:16.336000;00:23:17.336000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:23:17.336000;00:23:18.336000;En vrienden.;And friends.;connection;happiness;neutral;neutral
00:23:18.336000;00:23:19.336000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:23:19.336000;00:23:20.336000;Hij hangt hier om te kijken wie er weer binnenkomt.;He is hanging around here to see who comes in again.;curiosity;neutral;neutral;neutral
00:23:20.336000;00:23:21.336000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:23:21.336000;00:23:23.336000;Hij schrijft zelfs alle kentekens op die hier het erf op rijden.;He even writes down all the license plates that drive onto the property here.;suspicion;fear;surprise;fear
00:23:23.336000;00:23:26.336000;Omdat jij geen hobby hebt, maar gewoon een bedrijf.;Because you don't have a hobby, but just a business.;criticism;disgust;sadness;disgust
00:23:26.336000;00:23:28.336000;Want dat is de hobby schuur, begrijp ik?;Because that's the hobby shed, I understand?;curiosity;neutral;neutral;neutral
00:23:28.336000;00:23:29.336000;Dat is de hobby schuur.;That is the hobby shed.;matter-of-factness;neutral;neutral;neutral
00:23:29.336000;00:23:30.336000;Nou, dan gaan we even kijken.;Well, then let's have a look.;curiosity;neutral;neutral;neutral
00:23:31.336000;00:23:35.336000;De VN 061 Richard.;The VN 061 Richard.;neutrality;neutral;neutral;neutral
00:23:36.336000;00:23:38.336000;Staat... Ja.;State... Yes.;resignation;neutral;neutral;neutral
00:23:38.336000;00:23:39.336000;Daar staat-ie, hoor.;There he is, you see.;acknowledgment;neutral;neutral;neutral
00:23:41.336000;00:23:43.336000;Dit is in principe onze hobby schuur.;This is basically our hobby shed.;contentment;happiness;neutral;neutral
00:33:27.500000;00:33:28.500000;Wauw.;Wow.;amazement;surprise;happiness;surprise
00:33:28.500000;00:33:29.500000;Nou, die doet bijna pijn.;Well, that almost hurts.;discomfort;sadness;anger;sadness
