Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity
1900-01-01 00:11:02.160000,1900-01-01 00:11:04.160000,"Oké, succes. Hier zit er één.","Okay, good luck. Here is one.",encouragement,happiness,mild
1900-01-01 00:11:04.160000,1900-01-01 00:11:07.160000,Maar ik geloof dat dat envelop 7 was.,But I believe that was envelope 7.,uncertainty,neutral,mild
1900-01-01 00:11:07.160000,1900-01-01 00:11:10.160000,Dus we hadden er al best wel wat gemist.,So we had already missed quite a few.,regret,sadness,mild
1900-01-01 00:11:10.160000,1900-01-01 00:11:12.160000,Dat is die voor Cecilia.,That is the one for Cecilia.,anticipation,neutral,neutral
1900-01-01 00:11:12.160000,1900-01-01 00:11:14.160000,"De eerste, ja.","The first one, yes.",agreement,neutral,neutral
1900-01-01 00:11:14.160000,1900-01-01 00:11:17.160000,"Maar wacht even, waar is 1 tot en met 6 aan gebleven?","But wait a minute, what happened to 1 through 6?",confusion,surprise,mild
1900-01-01 00:11:17.160000,1900-01-01 00:11:19.160000,Die hadden we niet gezien.,We hadn't seen those.,surprise,surprise,mild
1900-01-01 00:11:20.160000,1900-01-01 00:11:22.160000,Nummer 8.,Number 8.,neutrality,neutral,neutral
1900-01-01 00:11:22.160000,1900-01-01 00:11:25.160000,We hebben nog één minuut voor de eerste vraag.,We have one minute left before the first question.,anticipation,surprise,mild
1900-01-01 00:11:25.160000,1900-01-01 00:11:27.160000,"Nog één minuut, over.","One more minute, over.",anticipation,neutral,mild
1900-01-01 00:11:27.160000,1900-01-01 00:11:30.160000,"Annemieke, mijn porto is verdwenen.","Annemieke, my walkie-talkie is gone.",worry,fear,moderate
1900-01-01 00:11:30.160000,1900-01-01 00:11:32.160000,Serieus.,Serious.,seriousness,neutral,neutral
1900-01-01 00:11:32.160000,1900-01-01 00:11:35.160000,Verdacht is bij elke opdracht Marjolein.,Suspicion is on Marjolein in every task.,suspicion,fear,moderate
1900-01-01 00:11:35.160000,1900-01-01 00:11:40.160000,"Als ik mijn porto verlies, ga ik terug om mijn porto te pakken.","If I lose my walkie-talkie, I go back to get my walkie-talkie.",determination,neutral,mild
1900-01-01 00:11:40.160000,1900-01-01 00:11:43.160000,Marjolein fietst door om aan mij te vertellen...,Marjolein cycles on to tell me...,expectation,neutral,mild
1900-01-01 00:11:43.160000,1900-01-01 00:11:45.160000,dat ze geen porto meer heeft.,that she has no more port.,disappointment,sadness,mild
1900-01-01 00:11:47.160000,1900-01-01 00:11:49.160000,"Hier komt de eerste vraag, Taken.","Here comes the first question, Tasks.",anticipation,surprise,mild
1900-01-01 00:11:49.160000,1900-01-01 00:11:54.160000,Vraag 1. Wat is de lokale lekkernij van de Dominikaanse Republiek?,Question 1. What is the local delicacy of the Dominican Republic?,curiosity,neutral,neutral
1900-01-01 00:11:54.160000,1900-01-01 00:11:58.160000,"Vraag 1 is, wat is de lokale lekkernij van de Dominikaanse Republiek?","Question 1 is, what is the local delicacy of the Dominican Republic?",curiosity,neutral,neutral
1900-01-01 00:11:58.160000,1900-01-01 00:12:00.160000,"Envelop 1. Vraag 1, over.","Envelope 1. Question 1, over.",anticipation,neutral,neutral
1900-01-01 00:12:00.160000,1900-01-01 00:12:02.160000,"Ik heb geen antwoord, over.","I have no answer, over.",resignation,sadness,mild
1900-01-01 00:12:02.160000,1900-01-01 00:12:05.160000,"Ik heb geen antwoord, over. Niemand?","I have no answer, over. No one?",uncertainty,sadness,mild
1900-01-01 00:12:05.160000,1900-01-01 00:12:07.160000,Ik heb ook geen antwoord.,I also have no answer.,resignation,sadness,mild
1900-01-01 00:12:07.160000,1900-01-01 00:12:09.160000,"Nou, niemand.","Well, nobody.",resignation,sadness,mild
1900-01-01 00:12:09.160000,1900-01-01 00:12:11.160000,"Tijd is om, Taken, helaas.","Time is up, Tasks, unfortunately.",regret,sadness,mild
1900-01-01 00:12:11.160000,1900-01-01 00:12:14.160000,Envelop 1 hoeft niet meer gevonden te worden.,Envelope 1 no longer needs to be found.,relief,happiness,mild
1900-01-01 00:12:14.160000,1900-01-01 00:12:16.160000,"We gaan door naar Envelop 2, over.","We are moving on to Envelope 2, over.",progression,neutral,neutral
1900-01-01 00:12:16.160000,1900-01-01 00:12:18.160000,Envelop 1 was dus niet gevonden.,Envelope 1 was therefore not found.,disappointment,sadness,mild
1900-01-01 00:12:18.160000,1900-01-01 00:12:21.160000,En eigenlijk hetzelfde geldt voor Envelop 2.,And actually the same applies to Envelope 2.,indifference,neutral,neutral
1900-01-01 00:12:21.160000,1900-01-01 00:12:23.160000,Staat er iemand bij Envelop 2?,Is there someone at Envelope 2?,curiosity,neutral,neutral
1900-01-01 00:12:23.160000,1900-01-01 00:12:25.160000,Niemand.,Nobody.,isolation,sadness,mild
1900-01-01 00:12:25.160000,1900-01-01 00:12:27.160000,"Ik zie geen envelop, hoor.","I don't see any envelope, you know.",confusion,surprise,mild
1900-01-01 00:12:27.160000,1900-01-01 00:12:30.160000,Ik neem aan dat dat die stilte betekent.,I assume that means that silence.,resignation,sadness,mild
1900-01-01 00:12:30.160000,1900-01-01 00:12:32.160000,"Nee, niemand is bij Envelop 2, over.","No, nobody is at Envelope 2, over.",detachment,neutral,neutral
1900-01-01 00:12:32.160000,1900-01-01 00:12:35.160000,"Ik denk dat dat een goede conclusie is, Maarten.","I think that's a good conclusion, Maarten.",agreement,happiness,mild
1900-01-01 00:12:35.160000,1900-01-01 00:12:37.160000,"Geen antwoord? Nee, wederom niks.","No answer? No, again nothing.",frustration,anger,moderate
1900-01-01 00:12:37.160000,1900-01-01 00:12:39.160000,"Jammer, tweede vraag ook niet.","Too bad, second question also not.",disappointment,sadness,mild
1900-01-01 00:12:39.160000,1900-01-01 00:12:42.160000,We waren al veel te ver voor die eerste paar enveloppen.,We were already way too far ahead for those first few envelopes.,regret,sadness,mild
1900-01-01 00:12:42.160000,1900-01-01 00:12:45.160000,"Envelop 3. Is iemand bij Envelop 3, over?","Envelope 3. Is anyone at Envelope 3, over?",curiosity,neutral,neutral
1900-01-01 00:12:45.160000,1900-01-01 00:12:46.160000,"Nee, over.","No, over.",dismissal,neutral,neutral
1900-01-01 00:12:46.160000,1900-01-01 00:12:50.160000,"Tim, die vooraan fietste, weet ik veel waar hij op gelet heeft.","Tim, who was cycling in front, I have no idea what he was paying attention to.",bewilderment,surprise,mild
1900-01-01 00:12:50.160000,1900-01-01 00:12:53.160000,Maar in ieder geval niet op de eerste antwoorden.,But in any case not to the first answers.,reservation,neutral,mild
1900-01-01 00:12:53.160000,1900-01-01 00:12:55.160000,Is dit de eerste envelop? Nee.,Is this the first envelope? No.,curiosity,neutral,neutral
1900-01-01 00:12:55.160000,1900-01-01 00:12:57.160000,Ik heb helemaal geen envelop gezien.,I haven't seen any envelope at all.,confusion,surprise,moderate
1900-01-01 00:12:57.160000,1900-01-01 00:13:00.160000,We zijn er wel geweest. Je bent voorbij de eerste.,We have been there. You passed the first one.,recollection,neutral,neutral
1900-01-01 00:13:00.160000,1900-01-01 00:13:02.160000,Ik kijk naar de grond en die val.,I look at the ground and that fall.,apprehension,fear,mild
1900-01-01 00:13:02.160000,1900-01-01 00:13:04.160000,Ik kwam Cécile op een gegeven moment tegen.,I ran into Cécile at a certain point.,recollection,neutral,neutral
1900-01-01 00:13:04.160000,1900-01-01 00:13:08.160000,"Ik zeg, heb jij nog wat gezien? Ja, het pad, want ik wil niet vallen.","I say, have you seen anything? Yes, the path, because I don't want to fall.",caution,fear,mild
1900-01-01 00:13:08.160000,1900-01-01 00:13:10.160000,Is er iemand bij Envelop 4?,Is there someone at Envelope 4?,curiosity,neutral,mild
1900-01-01 00:13:10.160000,1900-01-01 00:13:13.160000,"Ik sta naast kluis 9, ik loop even verder.","I am standing next to locker 9, I walk a bit further.",calm,neutral,neutral
1900-01-01 00:13:13.160000,1900-01-01 00:13:14.160000,Nee.,No.,rejection,anger,mild
1900-01-01 00:13:14.160000,1900-01-01 00:13:17.160000,"Ik ga naar 8 fietsen, want die komt eerst.","I'm going to 8 bikes, because that one comes first.",determination,neutral,neutral
1900-01-01 00:13:17.160000,1900-01-01 00:13:21.160000,"Dan trek ik op de conclusie dat niemand bij de envelop is, over.","Then I conclude that no one is at the envelope, over.",resignation,neutral,neutral
1900-01-01 00:13:21.160000,1900-01-01 00:13:23.160000,Niemand vond eigenlijk wat.,No one actually found anything.,disappointment,sadness,mild
1900-01-01 00:13:23.160000,1900-01-01 00:13:26.160000,Het kwam omdat de tijd ons inhaalde.,It happened because time caught up with us.,resignation,sadness,mild
1900-01-01 00:13:27.160000,1900-01-01 00:13:30.160000,Ondertussen was Cécile bij mij gekomen.,"Meanwhile, Cécile had come to me.",companionship,happiness,mild
1900-01-01 00:13:30.160000,1900-01-01 00:13:33.160000,Dus ik was weer een beetje communicabel.,So I was a bit communicative again.,relief,happiness,mild
1900-01-01 00:13:33.160000,1900-01-01 00:13:36.160000,Vraag 5. Staat iemand bij Envelop 5?,Question 5. Is someone at Envelope 5?,curiosity,neutral,neutral
1900-01-01 00:13:36.160000,1900-01-01 00:13:39.160000,"Ja, ik, Marjolein. Wat is het antwoord op vraag 5?","Yes, me, Marjolein. What is the answer to question 5?",curiosity,neutral,mild
1900-01-01 00:13:39.160000,1900-01-01 00:13:43.160000,"Ik sta bij boom nummer 5, maar ik zie nog geen envelop.","I am at tree number 5, but I don't see an envelope yet.",uncertainty,surprise,mild
1900-01-01 00:13:43.160000,1900-01-01 00:13:46.160000,"Je hebt nog 10 seconden, dus snel zoeken, over.","You have 10 seconds left, so search quickly, over.",urgency,fear,moderate
1900-01-01 00:13:46.160000,1900-01-01 00:13:49.160000,Er is een boom genummerd nummer 5.,There is a tree numbered number 5.,curiosity,neutral,neutral
1900-01-01 00:13:49.160000,1900-01-01 00:13:51.160000,Maar er is geen envelop in de buurt.,But there is no envelope nearby.,frustration,sadness,mild
1900-01-01 00:13:51.160000,1900-01-01 00:13:54.160000,De nummers van de bomen hebben er niks mee te maken.,The numbers of the trees have nothing to do with it.,dismissal,neutral,neutral
1900-01-01 00:13:54.160000,1900-01-01 00:13:56.160000,"Dus ik heb hem niet, over.","So I don't have it, over.",resignation,sadness,mild
1900-01-01 00:13:56.160000,1900-01-01 00:13:58.160000,"Dat is heel jammer, over.","That is a real pity, over.",disappointment,sadness,moderate
1900-01-01 00:13:58.160000,1900-01-01 00:14:00.160000,Ik bel weer mijn porto terug.,I'm calling my walkie-talkie back again.,routine,neutral,neutral
1900-01-01 00:14:00.160000,1900-01-01 00:14:03.160000,Moet ik daarmee als we geen antwoorden doorkrijgen?,Should I do that if we don't get any answers?,uncertainty,fear,mild
1900-01-01 00:14:03.160000,1900-01-01 00:14:05.160000,Dan heb je de hele porto niet nodig.,Then you don't need the whole walkie-talkie.,indifference,neutral,neutral
1900-01-01 00:14:05.160000,1900-01-01 00:14:08.160000,"Vijf vragen gesteld, nog geen enkel antwoord binnen.","Asked five questions, still haven't received a single answer.",frustration,anger,moderate
1900-01-01 00:14:08.160000,1900-01-01 00:14:12.160000,Tot nu toe gaan we 0 voor 5. Dat is niet waar we voor zijn.,So far we are 0 for 5. That's not what we're about.,disappointment,sadness,moderate
1900-01-01 00:14:12.160000,1900-01-01 00:14:14.160000,"Kom op, even doorfietsen, over.","Come on, keep cycling for a bit, over.",encouragement,happiness,mild
1900-01-01 00:14:14.160000,1900-01-01 00:14:17.160000,Weet je nog waar 8 en 9 hangen? 9 ben je voorbijgekomen.,Do you remember where 8 and 9 are hanging? You already passed 9.,curiosity,neutral,mild
1900-01-01 00:14:17.160000,1900-01-01 00:14:19.160000,Ik ga nu naar 8. Hartstikke.,I'm going to 8 now. Great.,enthusiasm,happiness,mild
1900-01-01 00:14:19.160000,1900-01-01 00:14:21.160000,Moet er niet iemand bij 9 blijven?,Shouldn't someone stay at 9?,concern,fear,mild
1900-01-01 00:14:21.160000,1900-01-01 00:14:24.160000,"Iemand moet bij envelop 9 blijven, jongens.","Someone has to stay with envelope 9, guys.",responsibility,neutral,neutral
1900-01-01 00:14:24.160000,1900-01-01 00:14:26.160000,Is die hier bij jou?,Is that one here with you?,curiosity,neutral,mild
1900-01-01 00:14:26.160000,1900-01-01 00:14:29.160000,Het was een totale blamage.,It was a total disgrace.,shame,sadness,intense
1900-01-01 00:14:29.160000,1900-01-01 00:14:31.160000,Ik heb envelop 6 nodig.,I need envelope 6.,need,neutral,neutral
1900-01-01 00:14:31.160000,1900-01-01 00:14:33.160000,Heb je 6 gezien? Nee.,Have you seen 6? No.,disinterest,neutral,neutral
1900-01-01 00:14:33.160000,1900-01-01 00:14:35.160000,Ik heb voor 8 niks gezien.,I didn't see anything before 8.,indifference,neutral,neutral
1900-01-01 00:14:35.160000,1900-01-01 00:14:39.160000,"Ik sta bij 8 en blijf bij 8. 9 is achter mij, dus ik wacht hier.","I am at 8 and stay at 8. 9 is behind me, so I wait here.",patience,neutral,mild
1900-01-01 00:14:39.160000,1900-01-01 00:14:41.160000,We hebben de helft van de wagen gehad.,We have had half of the car.,progress,neutral,neutral
1900-01-01 00:14:41.160000,1900-01-01 00:14:43.160000,En nog nul antwoorden kunnen geven.,And still not being able to give any answers.,frustration,sadness,moderate
1900-01-01 00:14:43.160000,1900-01-01 00:14:45.160000,Dus we zijn nu bij nummer 7.,So we are now at number 7.,progression,neutral,neutral
1900-01-01 00:14:45.160000,1900-01-01 00:14:47.160000,"7, over.","7, over.",neutrality,neutral,neutral
1900-01-01 00:14:47.160000,1900-01-01 00:14:49.160000,"Klaas hier, ik heb 7.","Klaas here, I have 7.",reporting,neutral,neutral
1900-01-01 00:14:49.160000,1900-01-01 00:14:54.160000,Bij envelop 7 hadden we eindelijk dat iemand stond bij de juiste envelop,At envelope 7 we finally had someone standing at the correct envelope,relief,happiness,moderate
1900-01-01 00:14:54.160000,1900-01-01 00:14:56.160000,en antwoord kon geven.,and could give an answer.,uncertainty,neutral,neutral
1900-01-01 00:14:56.160000,1900-01-01 00:14:59.160000,Wie werd door de Dominicanen jarenlang beschouwd,Who was considered by the Dominicans for years,curiosity,neutral,neutral
1900-01-01 00:14:59.160000,1900-01-01 00:15:01.160000,als de Robin Hood van de Kariben?,as the Robin Hood of the Caribbean?,curiosity,neutral,mild
1900-01-01 00:15:01.160000,1900-01-01 00:15:04.160000,Roberto Cofresi.,Roberto Cofresi.,neutrality,neutral,neutral
1900-01-01 00:15:04.160000,1900-01-01 00:15:06.160000,Antwoord Roberto Cofresi.,Answer Roberto Cofresi.,expectation,neutral,neutral
1900-01-01 00:15:06.160000,1900-01-01 00:15:09.160000,Dat antwoord is binnen de tijd binnen.,That answer came in on time.,satisfaction,happiness,mild
1900-01-01 00:15:09.160000,1900-01-01 00:15:11.160000,"De eerste punten zijn binnen, jongens.","The first points are in, guys.",satisfaction,happiness,mild
1900-01-01 00:15:11.160000,1900-01-01 00:15:13.160000,Dus Tim staat bij 8 en 9.,So Tim is at 8 and 9.,observation,neutral,neutral
1900-01-01 00:15:13.160000,1900-01-01 00:15:16.160000,"Dus nu moeten er 10, 11 en 12 nog zitten.","So now 10, 11, and 12 still need to be there.",expectation,neutral,neutral
1900-01-01 00:15:17.160000,1900-01-01 00:15:20.160000,"Zit tot nu toe alle enveloppen, hier is Marjolein,","So far, sit all the envelopes, here is Marjolein,",anticipation,neutral,mild
1900-01-01 00:15:20.160000,1900-01-01 00:15:24.160000,zitten ze aan de bomen die pal aan de weg zitten of verder weg?,Are they on the trees that are right next to the road or further away?,curiosity,neutral,neutral
1900-01-01 00:15:24.160000,1900-01-01 00:15:26.160000,"Pal aan de weg, bij mij in ieder geval.","Right by the road, at least for me.",certainty,neutral,neutral
1900-01-01 00:15:26.160000,1900-01-01 00:15:28.160000,Nog een keertje alsjeblieft.,One more time please.,request,neutral,mild
1900-01-01 00:15:28.160000,1900-01-01 00:15:29.160000,Weg bij mij.,Away from me.,rejection,anger,moderate
1900-01-01 00:15:29.160000,1900-01-01 00:15:32.160000,"Even wachten, het begin valt weg van je tekst.","Wait a moment, the beginning of your text is missing.",concern,fear,mild
1900-01-01 00:15:32.160000,1900-01-01 00:15:34.160000,"Hier, Ellie.","Here, Ellie.",neutrality,neutral,neutral
1900-01-01 00:15:34.160000,1900-01-01 00:15:36.160000,Pal aan de weg.,Right next to the road.,neutrality,neutral,neutral
1900-01-01 00:15:36.160000,1900-01-01 00:15:38.160000,"Marjolein, dank je wel.","Marjolein, thank you.",gratitude,happiness,mild
1900-01-01 00:15:38.160000,1900-01-01 00:15:41.160000,Vraag nummer 8. Wat bedoelen de Dominicanen als ze tegen je zeggen Platano?,Question number 8. What do Dominicans mean when they say Platano to you?,curiosity,neutral,neutral
1900-01-01 00:15:41.160000,1900-01-01 00:15:43.160000,De tijd loopt nu.,Time is running now.,urgency,fear,moderate
1900-01-01 00:15:43.160000,1900-01-01 00:15:46.160000,"Tim, ik heb het antwoord op vraag 8 nodig.","Tim, I need the answer to question 8.",urgency,neutral,mild
1900-01-01 00:15:46.160000,1900-01-01 00:15:48.160000,Op het envelopje staat...,On the envelope it says...,curiosity,surprise,mild
1900-01-01 00:15:48.160000,1900-01-01 00:15:51.160000,Dat het lijkt alsof je een Dominicaan bent.,That it seems as if you are a Dominican.,perception,neutral,neutral
1900-01-01 00:15:51.160000,1900-01-01 00:15:53.160000,Dat het lijkt alsof je een Dominicaan bent.,That it seems like you are a Dominican.,perception,neutral,neutral
1900-01-01 00:15:53.160000,1900-01-01 00:15:55.160000,Ik hoorde het. Dat antwoord is binnen de tijd binnen.,I heard it. That answer came in on time.,satisfaction,happiness,mild
1900-01-01 00:15:55.160000,1900-01-01 00:15:57.160000,"Heel goed Tim, dat is binnen de tijd binnen.","Very good Tim, that's within the time limit.",approval,happiness,mild
1900-01-01 00:15:57.160000,1900-01-01 00:15:59.160000,Door naar 9 als de brandweer.,On to 9 like the fire brigade.,determination,happiness,moderate
1900-01-01 00:15:59.160000,1900-01-01 00:16:01.160000,Zullen we nog even daarheen gaan?,Shall we go there for a bit?,curiosity,neutral,mild
1900-01-01 00:16:01.160000,1900-01-01 00:16:03.160000,Het laatste stuk heeft meer zin dan weer terug.,The last part makes more sense than going back again.,preference,neutral,neutral
1900-01-01 00:16:03.160000,1900-01-01 00:16:07.160000,"Klaver, Hoppenon en Miek weten jullie zeker dat hier verder terug niks is?","Klaver, Hoppenon and Miek, are you sure there is nothing further back here?",doubt,fear,mild
1900-01-01 00:16:07.160000,1900-01-01 00:16:10.160000,We zijn hier ook al langs gefietst.,We have already cycled past here as well.,reminiscence,neutral,neutral
1900-01-01 00:16:10.160000,1900-01-01 00:16:12.160000,We hebben echt niks gezien.,We really didn't see anything.,disappointment,sadness,moderate
1900-01-01 00:16:12.160000,1900-01-01 00:16:15.160000,Waar hing 9 nou? Ik ben bij 8 en ik zie 9 niet.,Where was 9 hanging? I'm at 8 and I don't see 9.,confusion,surprise,moderate
1900-01-01 00:16:15.160000,1900-01-01 00:16:18.160000,Welk strand wordt naast Playa Rincon aangewezen als het strand...,Which beach is designated as the beach next to Playa Rincon...,curiosity,neutral,mild
1900-01-01 00:16:18.160000,1900-01-01 00:16:22.160000,waar Columbus voor het eerst voet aan bal zette op Hispaniola?,where Columbus first set foot on Hispaniola?,curiosity,neutral,neutral
1900-01-01 00:16:22.160000,1900-01-01 00:16:24.160000,Vraag nummer 9.,Question number 9.,neutrality,neutral,neutral
1900-01-01 00:16:24.160000,1900-01-01 00:16:27.160000,"Tim, mag ik het antwoord op vraag nummer 9 alsjeblieft?","Tim, may I have the answer to question number 9 please?",politeness,neutral,mild
1900-01-01 00:16:27.160000,1900-01-01 00:16:29.160000,"9 niet, jongens.","9 not, guys.",rejection,anger,mild
1900-01-01 00:16:29.160000,1900-01-01 00:16:31.160000,Daar hebben we nog weinig aan.,We don't have much use for that yet.,disappointment,sadness,mild
1900-01-01 00:16:31.160000,1900-01-01 00:16:33.160000,"Wacht, we hebben ze.","Wait, we have them.",realization,surprise,moderate
1900-01-01 00:16:35.160000,1900-01-01 00:16:37.160000,Playa Las Flechas.,Playa Las Flechas.,neutrality,neutral,neutral
1900-01-01 00:16:38.160000,1900-01-01 00:16:40.160000,"Nog 10 seconden, Taak.","10 seconds left, Task.",urgency,fear,moderate
1900-01-01 00:16:40.160000,1900-01-01 00:16:42.160000,Nog 10 seconden.,10 seconds left.,anticipation,fear,moderate
1900-01-01 00:16:42.160000,1900-01-01 00:16:44.160000,Ik heb het al gegeven.,I have already given it.,impatience,anger,mild
1900-01-01 00:16:44.160000,1900-01-01 00:16:46.160000,Playa Las Flechas.,Playa Las Flechas.,neutrality,neutral,neutral
1900-01-01 00:16:46.160000,1900-01-01 00:16:48.160000,Nog eenmaal graag.,"Once more, please.",request,neutral,neutral
1900-01-01 00:16:48.160000,1900-01-01 00:16:50.160000,Playa Las Flechas.,Playa Las Flechas.,neutrality,neutral,neutral
1900-01-01 00:16:50.160000,1900-01-01 00:16:52.160000,Playa Las Flechas.,Playa Las Flechas.,neutrality,neutral,neutral
1900-01-01 00:16:52.160000,1900-01-01 00:16:54.160000,Net binnen de tijd.,Just in time.,relief,happiness,mild
1900-01-01 00:16:54.160000,1900-01-01 00:16:57.160000,"Heel goed Tim, net binnen de tijd. Over.","Very good Tim, just in time. Over.",approval,happiness,mild
1900-01-01 00:16:57.160000,1900-01-01 00:16:59.160000,Wij zaten veel te moeilijk te denken.,We were overthinking things too much.,frustration,sadness,mild
1900-01-01 00:16:59.160000,1900-01-01 00:17:01.160000,Ik ben nog teruggefietst met Rob.,I cycled back with Rob.,contentment,happiness,mild
1900-01-01 00:17:01.160000,1900-01-01 00:17:03.160000,"We zijn bij nummer 10, over.","We are at number 10, over.",progression,neutral,neutral
1900-01-01 00:17:03.160000,1900-01-01 00:17:05.160000,Maar ook toen heb ik ze niet gezien.,But even then I did not see them.,regret,sadness,mild
1900-01-01 00:17:05.160000,1900-01-01 00:17:09.160000,"Taak, je bent toch niet de mol dat je alle enveloppen hebt meegenomen?","Taak, you're not the mole who took all the envelopes, are you?",suspicion,fear,moderate
1900-01-01 00:17:09.160000,1900-01-01 00:17:12.160000,"Waarschijnlijk niet, Marjolein. Over.","Probably not, Marjolein. Over.",resignation,sadness,mild
1900-01-01 00:17:12.160000,1900-01-01 00:17:15.160000,Ik snap er niks van dat we ze niet gezien hebben.,I don't understand at all that we didn't see them.,confusion,surprise,moderate
1900-01-01 00:17:15.160000,1900-01-01 00:17:18.160000,"Rob van Taak, we hebben ook enveloppe 5 gevonden.","Rob van Taak, we have also found envelope 5.",satisfaction,happiness,mild
1900-01-01 00:17:18.160000,1900-01-01 00:17:21.160000,"Heel goed Rob, mosterd na de maaltijd, over.","Very good Rob, too little too late, over.",sarcasm,disgust,mild
1900-01-01 00:17:21.160000,1900-01-01 00:17:23.160000,Sorry.,Sorry.,regret,sadness,mild
1900-01-01 00:17:23.160000,1900-01-01 00:17:25.160000,Vraag 11 zijn we.,We are at question 11.,orientation,neutral,neutral
1900-01-01 00:17:25.160000,1900-01-01 00:17:28.160000,"Cecile, ik denk dat je iets wat ver bent, over.","Cecile, I think you are a bit too far, over.",concern,fear,mild
1900-01-01 00:17:30.160000,1900-01-01 00:17:32.160000,Maar ik ben wel goed aan het kijken.,But I am paying close attention.,attentiveness,neutral,mild
1900-01-01 00:17:32.160000,1900-01-01 00:17:36.160000,Tijd is om. Dan zijn we alleen nog op zoek naar enveloppe nummer 12.,Time is up. Then we are only still looking for envelope number 12.,resignation,sadness,mild
1900-01-01 00:17:37.160000,1900-01-01 00:17:40.160000,"Vraag 12 moeten we gewoon bij jou in de buurt halen, Taak. Over.","We just need to get question 12 near you, Task. Over.",determination,neutral,neutral
1900-01-01 00:17:40.160000,1900-01-01 00:17:42.160000,Nog 5.,Still 5.,anticipation,surprise,mild
1900-01-01 00:17:44.160000,1900-01-01 00:17:46.160000,"3, 2, 1.","3, 2, 1.",anticipation,surprise,mild
1900-01-01 00:17:46.160000,1900-01-01 00:17:48.160000,Klaar.,Ready.,readiness,neutral,neutral
1900-01-01 00:17:49.160000,1900-01-01 00:17:52.160000,"Nou, helaas. Ik snap er helemaal niks van.","Well, unfortunately. I don't understand any of it at all.",confusion,sadness,moderate
1900-01-01 00:17:52.160000,1900-01-01 00:17:55.160000,"Hoe kan het dat we 7, 8 en 9 wel hebben?","How is it that we do have 7, 8, and 9?",confusion,surprise,mild
1900-01-01 00:17:55.160000,1900-01-01 00:17:57.160000,Het is toch een duidelijke volgorde.,"It is a clear order, isn't it?",certainty,neutral,mild
1900-01-01 00:17:57.160000,1900-01-01 00:17:59.160000,"Maar 10, 11 en 12 niet.","But not 10, 11 and 12.",exclusion,neutral,neutral
1900-01-01 00:17:59.160000,1900-01-01 00:18:02.160000,"Nou, fietsen kunnen jullie wel.","Well, you sure can ride bikes.",admiration,happiness,mild
1900-01-01 00:18:02.160000,1900-01-01 00:18:04.160000,Maar vragen beantwoorden?,But answering questions?,curiosity,neutral,mild
1900-01-01 00:18:04.160000,1900-01-01 00:18:07.160000,Ze hingen gewoon langs het pad in volgorde.,They were just hanging along the path in order.,calm,neutral,neutral
1900-01-01 00:18:07.160000,1900-01-01 00:18:09.160000,"1, 2, 3, 4, tot en met 12.","1, 2, 3, 4, up to 12.",calm,neutral,neutral
1900-01-01 00:18:09.160000,1900-01-01 00:18:12.160000,Zeg dat dan. Hoe moeilijk kan het zijn?,Just say that then. How hard can it be?,frustration,anger,moderate
1900-01-01 00:18:12.160000,1900-01-01 00:18:14.160000,Het leek een simpele opdracht.,It seemed like a simple task.,expectation,neutral,neutral
1900-01-01 00:18:14.160000,1900-01-01 00:18:17.160000,Toen bleek dat de nummers ook nog volgorde hingen...,Then it turned out that the numbers also depended on the order...,realization,surprise,mild
1900-01-01 00:18:17.160000,1900-01-01 00:18:21.160000,was het een koud kunstje geweest als we die dingen maar hadden zien hangen.,it would have been a piece of cake if only we had seen those things hanging.,regret,sadness,mild
1900-01-01 00:18:21.160000,1900-01-01 00:18:24.160000,Drie vragen heeft Taak beantwoord binnen de tijd.,Taak answered three questions within the time.,satisfaction,happiness,mild
1900-01-01 00:18:24.160000,1900-01-01 00:18:26.160000,Die waren alle drie goed.,They were all three good.,satisfaction,happiness,mild
1900-01-01 00:18:26.160000,1900-01-01 00:18:30.160000,200 euro per vraag is 600 euro voor de pot.,200 euros per question is 600 euros for the pot.,calculation,neutral,neutral
1900-01-01 00:18:30.160000,1900-01-01 00:18:32.160000,Maar voor alle duidelijkheid...,But for the sake of clarity...,clarification,neutral,neutral
1900-01-01 00:18:32.160000,1900-01-01 00:18:36.160000,dat had dus 2400 euro voor de pot kunnen zijn.,that could have been 2400 euros for the pot.,regret,sadness,moderate
1900-01-01 00:18:39.160000,1900-01-01 00:18:41.160000,Alsjeblieft.,Here you go.,politeness,neutral,neutral
1900-01-01 00:18:42.320000,1900-01-01 00:18:43.340000,Yo.,Yo.,greeting,neutral,neutral
1900-01-01 00:18:44.320000,1900-01-01 00:18:47.340000,Ik heb ze niet gezien. Ik heb die eerste ook niet gezien.,I haven't seen them. I haven't seen the first one either.,indifference,neutral,neutral
1900-01-01 00:18:48.320000,1900-01-01 00:18:50.340000,We hebben in een treintje achter Tim gefietst.,We cycled in a little train behind Tim.,camaraderie,happiness,mild
1900-01-01 00:18:51.320000,1900-01-01 00:18:54.340000,"Iedereen kan zeggen, Tim, jij zat voorop, je had het moeten zien.","Everyone can say, Tim, you were in front, you should have seen it.",blame,anger,moderate
1900-01-01 00:18:55.320000,1900-01-01 00:18:57.320000,Maar vier meter achter mij zat Annemiek.,But Annemiek was sitting just four meters behind me.,awareness,neutral,neutral
